ordinal,fault_id,paired_fault_id,stuck_at,location_id,site_id,site_key,region,source_net,source_class,source_fanout,fanout_bucket,sink_instance,sink_cell_type,sink_pin,sink_role,stratum,result,screening_decision,xrun_exit_status,run_dir,xrun_log,signature_present,fault_json_present,fault_patch_present
149,BF0075_SA0,BF0075_SA1,0,BL00075,BS006246,cv32e40p_id_stage_COREV_PULP0_COREV_CLUSTER0_N_HWLP2_PULP_SECURE0_USE_PMP0_A_EXTENSION0_APU0_FPU0_FPU_ADDMUL_LAT0_FPU_OTHERS_LAT0_ZFINX0_APU_NARGS_CPU3_APU_WOP_CPU6_APU_NDSFLAGS_CPU15_APU_NUSFLAGS_CPU5_DEBUG_TRIGGER_EN1|g27965|A1,csr_debug,n_78,combinational_output,3,3_4,g27965,NOR2_X1,A1,combinational_input,csr_debug|combinational_output|3_4,NOT_RUN,PENDING,,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0075_SA0/results/crc32/screen_seed20260729_mc2000000,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0075_SA0/results/crc32/screen_seed20260729_mc2000000/xrun.log,False,True,True
150,BF0075_SA1,BF0075_SA0,1,BL00075,BS006246,cv32e40p_id_stage_COREV_PULP0_COREV_CLUSTER0_N_HWLP2_PULP_SECURE0_USE_PMP0_A_EXTENSION0_APU0_FPU0_FPU_ADDMUL_LAT0_FPU_OTHERS_LAT0_ZFINX0_APU_NARGS_CPU3_APU_WOP_CPU6_APU_NDSFLAGS_CPU15_APU_NUSFLAGS_CPU5_DEBUG_TRIGGER_EN1|g27965|A1,csr_debug,n_78,combinational_output,3,3_4,g27965,NOR2_X1,A1,combinational_input,csr_debug|combinational_output|3_4,NOT_RUN,PENDING,,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0075_SA1/results/crc32/screen_seed20260729_mc2000000,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0075_SA1/results/crc32/screen_seed20260729_mc2000000/xrun.log,False,True,True
151,BF0076_SA0,BF0076_SA1,0,BL00076,BS006339,cv32e40p_id_stage_COREV_PULP0_COREV_CLUSTER0_N_HWLP2_PULP_SECURE0_USE_PMP0_A_EXTENSION0_APU0_FPU0_FPU_ADDMUL_LAT0_FPU_OTHERS_LAT0_ZFINX0_APU_NARGS_CPU3_APU_WOP_CPU6_APU_NDSFLAGS_CPU15_APU_NUSFLAGS_CPU5_DEBUG_TRIGGER_EN1|\add_576_38_Y_add_575_38_Y_add_579_49/g1411|A2,csr_debug,n_858,combinational_output,2,2,\add_576_38_Y_add_575_38_Y_add_579_49/g1411,OR2_X1,A2,combinational_input,csr_debug|combinational_output|2,NOT_RUN,PENDING,,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0076_SA0/results/crc32/screen_seed20260729_mc2000000,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0076_SA0/results/crc32/screen_seed20260729_mc2000000/xrun.log,False,True,True
152,BF0076_SA1,BF0076_SA0,1,BL00076,BS006339,cv32e40p_id_stage_COREV_PULP0_COREV_CLUSTER0_N_HWLP2_PULP_SECURE0_USE_PMP0_A_EXTENSION0_APU0_FPU0_FPU_ADDMUL_LAT0_FPU_OTHERS_LAT0_ZFINX0_APU_NARGS_CPU3_APU_WOP_CPU6_APU_NDSFLAGS_CPU15_APU_NUSFLAGS_CPU5_DEBUG_TRIGGER_EN1|\add_576_38_Y_add_575_38_Y_add_579_49/g1411|A2,csr_debug,n_858,combinational_output,2,2,\add_576_38_Y_add_575_38_Y_add_579_49/g1411,OR2_X1,A2,combinational_input,csr_debug|combinational_output|2,NOT_RUN,PENDING,,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0076_SA1/results/crc32/screen_seed20260729_mc2000000,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0076_SA1/results/crc32/screen_seed20260729_mc2000000/xrun.log,False,True,True
153,BF0077_SA0,BF0077_SA1,0,BL00077,BS006384,cv32e40p_id_stage_COREV_PULP0_COREV_CLUSTER0_N_HWLP2_PULP_SECURE0_USE_PMP0_A_EXTENSION0_APU0_FPU0_FPU_ADDMUL_LAT0_FPU_OTHERS_LAT0_ZFINX0_APU_NARGS_CPU3_APU_WOP_CPU6_APU_NDSFLAGS_CPU15_APU_NUSFLAGS_CPU5_DEBUG_TRIGGER_EN1|g28107|A2,csr_debug,operand_c_fw_mux_sel[0],hierarchy_boundary,32,gt_8,g28107,NAND2_X1,A2,combinational_input,csr_debug|hierarchy_boundary|gt_8,NOT_RUN,PENDING,,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0077_SA0/results/crc32/screen_seed20260729_mc2000000,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0077_SA0/results/crc32/screen_seed20260729_mc2000000/xrun.log,False,True,True
154,BF0077_SA1,BF0077_SA0,1,BL00077,BS006384,cv32e40p_id_stage_COREV_PULP0_COREV_CLUSTER0_N_HWLP2_PULP_SECURE0_USE_PMP0_A_EXTENSION0_APU0_FPU0_FPU_ADDMUL_LAT0_FPU_OTHERS_LAT0_ZFINX0_APU_NARGS_CPU3_APU_WOP_CPU6_APU_NDSFLAGS_CPU15_APU_NUSFLAGS_CPU5_DEBUG_TRIGGER_EN1|g28107|A2,csr_debug,operand_c_fw_mux_sel[0],hierarchy_boundary,32,gt_8,g28107,NAND2_X1,A2,combinational_input,csr_debug|hierarchy_boundary|gt_8,NOT_RUN,PENDING,,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0077_SA1/results/crc32/screen_seed20260729_mc2000000,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0077_SA1/results/crc32/screen_seed20260729_mc2000000/xrun.log,False,True,True
155,BF0078_SA0,BF0078_SA1,0,BL00078,BS006485,cv32e40p_alu|\add_168_54/g1259|A,execute_wb,\add_168_54/n_158,combinational_output,2,2,\add_168_54/g1259,XNOR2_X1,A,combinational_input,execute_wb|combinational_output|2,NOT_RUN,PENDING,,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0078_SA0/results/crc32/screen_seed20260729_mc2000000,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0078_SA0/results/crc32/screen_seed20260729_mc2000000/xrun.log,False,True,True
156,BF0078_SA1,BF0078_SA0,1,BL00078,BS006485,cv32e40p_alu|\add_168_54/g1259|A,execute_wb,\add_168_54/n_158,combinational_output,2,2,\add_168_54/g1259,XNOR2_X1,A,combinational_input,execute_wb|combinational_output|2,NOT_RUN,PENDING,,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0078_SA1/results/crc32/screen_seed20260729_mc2000000,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0078_SA1/results/crc32/screen_seed20260729_mc2000000/xrun.log,False,True,True
157,BF0079_SA0,BF0079_SA1,0,BL00079,BS006841,cv32e40p_alu|\srl_300_44/g4838|B2,execute_wb,\srl_300_44/n_131,combinational_output,2,2,\srl_300_44/g4838,OAI22_X1,B2,combinational_input,execute_wb|combinational_output|2,NOT_RUN,PENDING,,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0079_SA0/results/crc32/screen_seed20260729_mc2000000,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0079_SA0/results/crc32/screen_seed20260729_mc2000000/xrun.log,False,True,True
158,BF0079_SA1,BF0079_SA0,1,BL00079,BS006841,cv32e40p_alu|\srl_300_44/g4838|B2,execute_wb,\srl_300_44/n_131,combinational_output,2,2,\srl_300_44/g4838,OAI22_X1,B2,combinational_input,execute_wb|combinational_output|2,NOT_RUN,PENDING,,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0079_SA1/results/crc32/screen_seed20260729_mc2000000,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0079_SA1/results/crc32/screen_seed20260729_mc2000000/xrun.log,False,True,True
159,BF0080_SA0,BF0080_SA1,0,BL00080,BS006906,cv32e40p_alu|\srl_300_44/g4807|C2,execute_wb,\srl_300_44/n_169,combinational_output,2,2,\srl_300_44/g4807,OAI222_X1,C2,combinational_input,execute_wb|combinational_output|2,NOT_RUN,PENDING,,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0080_SA0/results/crc32/screen_seed20260729_mc2000000,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0080_SA0/results/crc32/screen_seed20260729_mc2000000/xrun.log,False,True,True
160,BF0080_SA1,BF0080_SA0,1,BL00080,BS006906,cv32e40p_alu|\srl_300_44/g4807|C2,execute_wb,\srl_300_44/n_169,combinational_output,2,2,\srl_300_44/g4807,OAI222_X1,C2,combinational_input,execute_wb|combinational_output|2,NOT_RUN,PENDING,,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0080_SA1/results/crc32/screen_seed20260729_mc2000000,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0080_SA1/results/crc32/screen_seed20260729_mc2000000/xrun.log,False,True,True
161,BF0081_SA0,BF0081_SA1,0,BL00081,BS006992,cv32e40p_alu|\srl_300_44/g4905|A2,execute_wb,\srl_300_44/n_2,combinational_output,41,gt_8,\srl_300_44/g4905,AOI22_X1,A2,combinational_input,execute_wb|combinational_output|gt_8,NOT_RUN,PENDING,,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0081_SA0/results/crc32/screen_seed20260729_mc2000000,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0081_SA0/results/crc32/screen_seed20260729_mc2000000/xrun.log,False,True,True
162,BF0081_SA1,BF0081_SA0,1,BL00081,BS006992,cv32e40p_alu|\srl_300_44/g4905|A2,execute_wb,\srl_300_44/n_2,combinational_output,41,gt_8,\srl_300_44/g4905,AOI22_X1,A2,combinational_input,execute_wb|combinational_output|gt_8,NOT_RUN,PENDING,,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0081_SA1/results/crc32/screen_seed20260729_mc2000000,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0081_SA1/results/crc32/screen_seed20260729_mc2000000/xrun.log,False,True,True
163,BF0082_SA0,BF0082_SA1,0,BL00082,BS007051,cv32e40p_alu|\srl_300_44/g4819|B2,execute_wb,\srl_300_44/n_3,combinational_output,18,gt_8,\srl_300_44/g4819,OAI222_X1,B2,combinational_input,execute_wb|combinational_output|gt_8,NOT_RUN,PENDING,,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0082_SA0/results/crc32/screen_seed20260729_mc2000000,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0082_SA0/results/crc32/screen_seed20260729_mc2000000/xrun.log,False,True,True
164,BF0082_SA1,BF0082_SA0,1,BL00082,BS007051,cv32e40p_alu|\srl_300_44/g4819|B2,execute_wb,\srl_300_44/n_3,combinational_output,18,gt_8,\srl_300_44/g4819,OAI222_X1,B2,combinational_input,execute_wb|combinational_output|gt_8,NOT_RUN,PENDING,,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0082_SA1/results/crc32/screen_seed20260729_mc2000000,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0082_SA1/results/crc32/screen_seed20260729_mc2000000/xrun.log,False,True,True
165,BF0083_SA0,BF0083_SA1,0,BL00083,BS007068,cv32e40p_alu|\srl_300_44/g4951|B1,execute_wb,\srl_300_44/n_35,combinational_output,2,2,\srl_300_44/g4951,OAI22_X1,B1,combinational_input,execute_wb|combinational_output|2,NOT_RUN,PENDING,,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0083_SA0/results/crc32/screen_seed20260729_mc2000000,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0083_SA0/results/crc32/screen_seed20260729_mc2000000/xrun.log,False,True,True
166,BF0083_SA1,BF0083_SA0,1,BL00083,BS007068,cv32e40p_alu|\srl_300_44/g4951|B1,execute_wb,\srl_300_44/n_35,combinational_output,2,2,\srl_300_44/g4951,OAI22_X1,B1,combinational_input,execute_wb|combinational_output|2,NOT_RUN,PENDING,,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0083_SA1/results/crc32/screen_seed20260729_mc2000000,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0083_SA1/results/crc32/screen_seed20260729_mc2000000/xrun.log,False,True,True
167,BF0084_SA0,BF0084_SA1,0,BL00084,BS007094,cv32e40p_alu|\srl_300_44/g4934|A1,execute_wb,\srl_300_44/n_42,combinational_output,2,2,\srl_300_44/g4934,OAI22_X1,A1,combinational_input,execute_wb|combinational_output|2,NOT_RUN,PENDING,,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0084_SA0/results/crc32/screen_seed20260729_mc2000000,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0084_SA0/results/crc32/screen_seed20260729_mc2000000/xrun.log,False,True,True
168,BF0084_SA1,BF0084_SA0,1,BL00084,BS007094,cv32e40p_alu|\srl_300_44/g4934|A1,execute_wb,\srl_300_44/n_42,combinational_output,2,2,\srl_300_44/g4934,OAI22_X1,A1,combinational_input,execute_wb|combinational_output|2,NOT_RUN,PENDING,,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0084_SA1/results/crc32/screen_seed20260729_mc2000000,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0084_SA1/results/crc32/screen_seed20260729_mc2000000/xrun.log,False,True,True
169,BF0085_SA0,BF0085_SA1,0,BL00085,BS007553,cv32e40p_alu|g27764|B2,execute_wb,n_200,combinational_output,3,3_4,g27764,AOI221_X1,B2,combinational_input,execute_wb|combinational_output|3_4,NOT_RUN,PENDING,,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0085_SA0/results/crc32/screen_seed20260729_mc2000000,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0085_SA0/results/crc32/screen_seed20260729_mc2000000/xrun.log,False,True,True
170,BF0085_SA1,BF0085_SA0,1,BL00085,BS007553,cv32e40p_alu|g27764|B2,execute_wb,n_200,combinational_output,3,3_4,g27764,AOI221_X1,B2,combinational_input,execute_wb|combinational_output|3_4,NOT_RUN,PENDING,,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0085_SA1/results/crc32/screen_seed20260729_mc2000000,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0085_SA1/results/crc32/screen_seed20260729_mc2000000/xrun.log,False,True,True
171,BF0086_SA0,BF0086_SA1,0,BL00086,BS007568,cv32e40p_alu|g27647|C2,execute_wb,n_21,combinational_output,8,5_8,g27647,OAI211_X1,C2,combinational_input,execute_wb|combinational_output|5_8,NOT_RUN,PENDING,,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0086_SA0/results/crc32/screen_seed20260729_mc2000000,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0086_SA0/results/crc32/screen_seed20260729_mc2000000/xrun.log,False,True,True
172,BF0086_SA1,BF0086_SA0,1,BL00086,BS007568,cv32e40p_alu|g27647|C2,execute_wb,n_21,combinational_output,8,5_8,g27647,OAI211_X1,C2,combinational_input,execute_wb|combinational_output|5_8,NOT_RUN,PENDING,,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0086_SA1/results/crc32/screen_seed20260729_mc2000000,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0086_SA1/results/crc32/screen_seed20260729_mc2000000/xrun.log,False,True,True
173,BF0087_SA0,BF0087_SA1,0,BL00087,BS007573,cv32e40p_alu|g27999|A1,execute_wb,n_21,combinational_output,8,5_8,g27999,AOI22_X1,A1,combinational_input,execute_wb|combinational_output|5_8,NOT_RUN,PENDING,,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0087_SA0/results/crc32/screen_seed20260729_mc2000000,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0087_SA0/results/crc32/screen_seed20260729_mc2000000/xrun.log,False,True,True
174,BF0087_SA1,BF0087_SA0,1,BL00087,BS007573,cv32e40p_alu|g27999|A1,execute_wb,n_21,combinational_output,8,5_8,g27999,AOI22_X1,A1,combinational_input,execute_wb|combinational_output|5_8,NOT_RUN,PENDING,,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0087_SA1/results/crc32/screen_seed20260729_mc2000000,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0087_SA1/results/crc32/screen_seed20260729_mc2000000/xrun.log,False,True,True
175,BF0088_SA0,BF0088_SA1,0,BL00088,BS007683,cv32e40p_alu|g27745|A,execute_wb,n_259,combinational_output,4,3_4,g27745,OAI211_X1,A,combinational_input,execute_wb|combinational_output|3_4,NOT_RUN,PENDING,,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0088_SA0/results/crc32/screen_seed20260729_mc2000000,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0088_SA0/results/crc32/screen_seed20260729_mc2000000/xrun.log,False,True,True
176,BF0088_SA1,BF0088_SA0,1,BL00088,BS007683,cv32e40p_alu|g27745|A,execute_wb,n_259,combinational_output,4,3_4,g27745,OAI211_X1,A,combinational_input,execute_wb|combinational_output|3_4,NOT_RUN,PENDING,,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0088_SA1/results/crc32/screen_seed20260729_mc2000000,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0088_SA1/results/crc32/screen_seed20260729_mc2000000/xrun.log,False,True,True
177,BF0089_SA0,BF0089_SA1,0,BL00089,BS007965,cv32e40p_alu|g27633|B1,execute_wb,n_466,combinational_output,5,5_8,g27633,OAI21_X1,B1,combinational_input,execute_wb|combinational_output|5_8,NOT_RUN,PENDING,,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0089_SA0/results/crc32/screen_seed20260729_mc2000000,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0089_SA0/results/crc32/screen_seed20260729_mc2000000/xrun.log,False,True,True
178,BF0089_SA1,BF0089_SA0,1,BL00089,BS007965,cv32e40p_alu|g27633|B1,execute_wb,n_466,combinational_output,5,5_8,g27633,OAI21_X1,B1,combinational_input,execute_wb|combinational_output|5_8,NOT_RUN,PENDING,,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0089_SA1/results/crc32/screen_seed20260729_mc2000000,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0089_SA1/results/crc32/screen_seed20260729_mc2000000/xrun.log,False,True,True
179,BF0090_SA0,BF0090_SA1,0,BL00090,BS008073,cv32e40p_alu|g27906|B1,execute_wb,n_51,combinational_output,3,3_4,g27906,OAI21_X1,B1,combinational_input,execute_wb|combinational_output|3_4,NOT_RUN,PENDING,,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0090_SA0/results/crc32/screen_seed20260729_mc2000000,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0090_SA0/results/crc32/screen_seed20260729_mc2000000/xrun.log,False,True,True
180,BF0090_SA1,BF0090_SA0,1,BL00090,BS008073,cv32e40p_alu|g27906|B1,execute_wb,n_51,combinational_output,3,3_4,g27906,OAI21_X1,B1,combinational_input,execute_wb|combinational_output|3_4,NOT_RUN,PENDING,,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0090_SA1/results/crc32/screen_seed20260729_mc2000000,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0090_SA1/results/crc32/screen_seed20260729_mc2000000/xrun.log,False,True,True
181,BF0091_SA0,BF0091_SA1,0,BL00091,BS008413,cv32e40p_alu|g16491|A,execute_wb,n_658,combinational_output,16,gt_8,g16491,XNOR2_X1,A,combinational_input,execute_wb|combinational_output|gt_8,NOT_RUN,PENDING,,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0091_SA0/results/crc32/screen_seed20260729_mc2000000,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0091_SA0/results/crc32/screen_seed20260729_mc2000000/xrun.log,False,True,True
182,BF0091_SA1,BF0091_SA0,1,BL00091,BS008413,cv32e40p_alu|g16491|A,execute_wb,n_658,combinational_output,16,gt_8,g16491,XNOR2_X1,A,combinational_input,execute_wb|combinational_output|gt_8,NOT_RUN,PENDING,,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0091_SA1/results/crc32/screen_seed20260729_mc2000000,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0091_SA1/results/crc32/screen_seed20260729_mc2000000/xrun.log,False,True,True
183,BF0092_SA0,BF0092_SA1,0,BL00092,BS008529,cv32e40p_alu|g16481|A3,execute_wb,n_714,combinational_output,18,gt_8,g16481,NAND3_X1,A3,combinational_input,execute_wb|combinational_output|gt_8,NOT_RUN,PENDING,,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0092_SA0/results/crc32/screen_seed20260729_mc2000000,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0092_SA0/results/crc32/screen_seed20260729_mc2000000/xrun.log,False,True,True
184,BF0092_SA1,BF0092_SA0,1,BL00092,BS008529,cv32e40p_alu|g16481|A3,execute_wb,n_714,combinational_output,18,gt_8,g16481,NAND3_X1,A3,combinational_input,execute_wb|combinational_output|gt_8,NOT_RUN,PENDING,,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0092_SA1/results/crc32/screen_seed20260729_mc2000000,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0092_SA1/results/crc32/screen_seed20260729_mc2000000/xrun.log,False,True,True
185,BF0093_SA0,BF0093_SA1,0,BL00093,BS008734,cv32e40p_alu|\srl_300_44/g5001|B1,execute_wb,n_783,combinational_output,63,gt_8,\srl_300_44/g5001,AOI22_X1,B1,combinational_input,execute_wb|combinational_output|gt_8,NOT_RUN,PENDING,,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0093_SA0/results/crc32/screen_seed20260729_mc2000000,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0093_SA0/results/crc32/screen_seed20260729_mc2000000/xrun.log,False,True,True
186,BF0093_SA1,BF0093_SA0,1,BL00093,BS008734,cv32e40p_alu|\srl_300_44/g5001|B1,execute_wb,n_783,combinational_output,63,gt_8,\srl_300_44/g5001,AOI22_X1,B1,combinational_input,execute_wb|combinational_output|gt_8,NOT_RUN,PENDING,,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0093_SA1/results/crc32/screen_seed20260729_mc2000000,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0093_SA1/results/crc32/screen_seed20260729_mc2000000/xrun.log,False,True,True
187,BF0094_SA0,BF0094_SA1,0,BL00094,BS008800,cv32e40p_alu|\srl_300_44/g4946|A1,execute_wb,n_784,combinational_output,55,gt_8,\srl_300_44/g4946,OAI22_X1,A1,combinational_input,execute_wb|combinational_output|gt_8,NOT_RUN,PENDING,,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0094_SA0/results/crc32/screen_seed20260729_mc2000000,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0094_SA0/results/crc32/screen_seed20260729_mc2000000/xrun.log,False,True,True
188,BF0094_SA1,BF0094_SA0,1,BL00094,BS008800,cv32e40p_alu|\srl_300_44/g4946|A1,execute_wb,n_784,combinational_output,55,gt_8,\srl_300_44/g4946,OAI22_X1,A1,combinational_input,execute_wb|combinational_output|gt_8,NOT_RUN,PENDING,,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0094_SA1/results/crc32/screen_seed20260729_mc2000000,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0094_SA1/results/crc32/screen_seed20260729_mc2000000/xrun.log,False,True,True
189,BF0095_SA0,BF0095_SA1,0,BL00095,BS008894,cv32e40p_alu|\srl_300_44/g4821|A2,execute_wb,n_787,combinational_output,19,gt_8,\srl_300_44/g4821,OAI222_X1,A2,combinational_input,execute_wb|combinational_output|gt_8,NOT_RUN,PENDING,,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0095_SA0/results/crc32/screen_seed20260729_mc2000000,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0095_SA0/results/crc32/screen_seed20260729_mc2000000/xrun.log,False,True,True
190,BF0095_SA1,BF0095_SA0,1,BL00095,BS008894,cv32e40p_alu|\srl_300_44/g4821|A2,execute_wb,n_787,combinational_output,19,gt_8,\srl_300_44/g4821,OAI222_X1,A2,combinational_input,execute_wb|combinational_output|gt_8,NOT_RUN,PENDING,,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0095_SA1/results/crc32/screen_seed20260729_mc2000000,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0095_SA1/results/crc32/screen_seed20260729_mc2000000/xrun.log,False,True,True
191,BF0096_SA0,BF0096_SA1,0,BL00096,BS009064,cv32e40p_alu|g15422|B1,execute_wb,n_862,combinational_output,2,2,g15422,AOI222_X1,B1,combinational_input,execute_wb|combinational_output|2,NOT_RUN,PENDING,,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0096_SA0/results/crc32/screen_seed20260729_mc2000000,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0096_SA0/results/crc32/screen_seed20260729_mc2000000/xrun.log,False,True,True
192,BF0096_SA1,BF0096_SA0,1,BL00096,BS009064,cv32e40p_alu|g15422|B1,execute_wb,n_862,combinational_output,2,2,g15422,AOI222_X1,B1,combinational_input,execute_wb|combinational_output|2,NOT_RUN,PENDING,,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0096_SA1/results/crc32/screen_seed20260729_mc2000000,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0096_SA1/results/crc32/screen_seed20260729_mc2000000/xrun.log,False,True,True
193,BF0097_SA0,BF0097_SA1,0,BL00097,BS009168,cv32e40p_alu|\add_168_54/g1414|A1,execute_wb,n_917,combinational_output,2,2,\add_168_54/g1414,NAND2_X1,A1,combinational_input,execute_wb|combinational_output|2,NOT_RUN,PENDING,,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0097_SA0/results/crc32/screen_seed20260729_mc2000000,/raid/spring2026/fwu44/research/fault2assertion/faults/cv32e40p/branchfault/BF0097_SA0/results/crc32/screen_seed20260729_mc2000000/xrun.log,False,True,True
